Name,RA,Dec,Vmag,SpType,B-V,Ebv,Miles,Sp_s,Melchiors
HD 124683,213.850353916667,-18.2006910833333,5.53,A0V,0.0,0.01,,A0,
HD 12471 ,30.7414824583333,33.2841336944444,5.516,A2V,0.039,-0.01,,A2,
HD 124771,215.596519458333,-80.1089459166667,5.051,B4V,-0.107,0.07,,B4,
HD 124897,213.91541666666666,19.182419444444445,-0.05,K1.5IIIFe-0.5,1.23,,,,oui
HD 124915,214.08916666666667,-6.621561111111111,6.43,A7IV/V,0.28,,,,oui
HD 124953,214.01708333333332,18.91181111111111,5.96,A8V,0.27,,,,oui
HD 124953,214.017248333333,18.9006825,5.969,A8V,0.252,-0.02,,A8,
HD 125081,214.42416666666665,-21.828830555555555,7.35,F2II,0.43,,,,oui
HD 12509,31.256249999999998,64.38558055555556,7.14,B1III,0.26,,,,oui
HD 125161,214.041374791667,51.3672296388889,4.75,A7V,0.2,0.01,,A7,oui
HD 125283,214.849497708333,-37.0029066388889,5.932,A2Vn,0.077,0.03,,A2,
HD 125337,214.777468125,-13.3710960833333,4.52,A1V,0.14,0.12,,A1,
HD 125406,214.45499999999998,48.002,6.32,F5,0.46,,,,oui
HD 125451,214.81791666666663,13.004311111111111,5.4,F5IV,0.39,,,,oui
HD 125538,214.73208333333332,38.76741944444444,6.87,G9IV,1.07,,,,oui
HD 12558,30.913749999999993,25.935469444444443,5.69,F8V,0.46,,,,oui
HD 12573,30.798333333333325,0.1285,5.42,A3IV,0.16,,,,oui
HD 125745,215.5821645,-34.7867935555556,5.563,B8V,-0.087,0.02,,B8,
HD 126053,215.81374999999997,1.2415611111111111,6.27,G1.5V,0.63,,,,oui
HD 126129,215.844563583333,8.44662086111111,5.12,A0V,-0.02,-0.01,,A0,
HD 126200,216.003652958333,8.24397194444444,5.935,A3V,0.062,-0.02,,A3,
HD 126248,216.047268083333,5.82012997222222,5.103,A5V,0.125,-0.03,,A5,
HD 126251,216.17041666666663,-11.669699999999999,6.5,F3IV,90.0,,,,oui
HD 126327,216.04833333333332,25.703719444444445,8.6,M7.5-M8,0.63,,,,oui
HD 126381,216.26416666666663,5.6153305555555555,7.17,G4III,0.97,,,,oui
HD 126400,216.44916666666666,-26.85225,6.49,K0III,0.96,,,,oui
HD 126660,216.29916666666662,51.85075,4.05,F7V,0.51,,,,oui
HD 126769,217.04344325,-29.4916356666667,4.97,B7/8V,-0.07,0.04,,B8,oui
HD 126868,217.05041666666665,-2.227938888888889,4.84,G2IV,0.68,,,,oui
HD 126943,216.86458333333331,41.02491944444444,6.64,F1IV,0.35,,,,oui
HD 126981,217.535955833333,-45.3213553333333,5.499,B8Vn,-0.078,0.03,,B8,
HD 126983,217.587290416667,-49.5190256111111,5.383,"A1V+,,,",0.053,0.03,,A1,
HD 12709,31.56833333333333,57.307138888888886,7.98,B4IV,0.06,,,,oui
HD 127243,217.15749999999997,49.844861111111115,5.6,G4III-IVFe-1,90.0,,,,oui
HD 12740,31.547499999999996,49.156330555555556,7.94,B1.5II,-0.04,,,,oui
HD 127665,217.95749999999998,30.37145,3.59,K3-III,1.3,,,,oui
HD 127700,216.88124999999994,75.696,4.24,K4-III,1.43,,,,oui
HD 127739,218.13541666666663,22.26006111111111,5.9,F2IV,0.37,,,,oui
HD 127762,218.01958333333332,38.308249999999994,3.02,A7IV+(n),0.19,,,,oui
HD 127821,217.6920833333333,63.18578055555555,6.1,F4IV,90.0,,,,oui
HD 1279,4.2875,47.94741944444444,5.85,B8III,-0.09,,,,oui
HD 127971,218.881169041667,-41.5174373888889,5.869,B7V,-0.073,0.06,,B7,
HD 127972,218.876767333333,-42.1578252222222,2.322,"B1,5Vne",-0.154,0.11,,"B1,5",
HD 1280  ,4.272911875,38.6816361666667,4.619,A2V,0.06,0.01,,A2,
HD 128167,218.66999999999996,29.74513888888889,4.47,F4VkF2mF1,0.37,,,,oui
HD 128207,219.183889458333,-40.2115805555556,5.731,B8V,-0.104,0.01,,B8,
HD 128345,219.471774291667,-49.4258277222222,4.034,B5V,-0.136,0.02,,B5,
HD 128563,219.36874999999998,2.27725,6.46,F8V,0.55,,,,oui
HD 128898,220.62674825,-64.9751370555556,3.19,A7VpSrCrEu,0.24,0.04,,A7,
HD 128987,220.1295833333333,-16.209280555555555,7.24,G8Vk:,0.74,,,,oui
HD 128998,219.563426125,54.0233394722222,5.83,A1V,0.0,-0.02,,A1,
HD 129002,219.709276375,44.4044996666667,5.395,A1V,0.028,0.01,,A1,
HD 129116,220.489961166667,-37.7934983333333,3.985,B3V,-0.154,0.05,,B3,
HD 129174,220.18166666666662,16.4175,4.89,B9IIIpHgMnSi,-0.1,,,,oui
HD 129175,220.18291666666664,16.41775,5.76,A6V,0.22,,,,oui
HD 129175,220.183083333333,1.03441666666667,5.82,A6V,0.3,0.13,,A6,
HD 129246,220.28541666666666,13.728330555555555,4.51,A1V,0.08,,,,oui
HD 129246J,220.28729166666665,13.7283,3.78,A1V,0.05,,,,oui
HD 12927,33.20791666666667,79.69153055555556,6.45,A3,0.22,,,,oui
HD 12929,31.793333333333326,23.462419444444443,2.01,K2-IIIbCa-1,1.16,,,,oui
HD 129312,220.41166666666663,8.161780555555556,4.86,G7IIIa,1.0,,,,oui
HD 129422,221.322235083333,-62.8756500277778,5.364,A9V,0.273,-0.03,,A9,
HD 129433,220.80646375,-24.9977525833333,5.73,"B9,5V",-0.01,0.06,,"B9,5",
HD 129502,220.76499999999996,-5.65818888888889,3.88,F2V,0.38,,,,oui
HD 129685,221.246673375,-35.19182625,4.923,A0V,0.016,0.03,,A0,
HD 129779,220.59666666666664,54.80338888888889,7.53,M2,1.43,,,,oui
HD 129858,221.620806916667,-47.4411155833333,5.735,A1V,0.073,0.05,,A1,
HD 129926,221.50041666666664,-25.44318888888889,5.1,F0VSr+G1V,90.0,,,,oui
HD 129954,222.185629791667,-66.5935616944445,5.88,"B2,5Ve",-0.105,0.14,,"B2,5",
HD 129956,221.375851041667,0.717274861111111,5.673,"B9,5V",-0.012,0.06,,"B9,5",
HD 129972,221.31041666666664,16.964280555555554,4.6,G8.5III,0.98,,,,oui
HD 130087,221.48666666666665,10.052000000000001,7.51,G2IV,0.62,,,,oui
HD 130109,221.562189,1.89288458333333,3.73,A0IIInn,-0.01,0.0,,A0,oui
HD 130144,221.52458333333334,15.131780555555556,5.63,M5III,1.57,,,,oui
HD 13018,31.941666666666666,18.029438888888887,6.62,A3,0.22,,,,oui
HD 130274,221.989826375,-26.6461544444444,5.768,B9V,-0.008,0.06,,B9,
HD 130559,222.32999999999996,-14.149,5.31,ApSrEuCr,0.07,,,,oui
HD 130563,222.36541666666665,-19.903580555555553,7.19,A5/7IV,0.23,,,,oui
HD 130694,222.57208333333332,-27.960361111111112,4.41,K2.5IIIbFe-1:,1.4,,,,oui
HD 130766,222.31170833333329,25.150888888888886,6.68,K3II,1.35,,,,oui
HD 130819,222.67166666666665,-15.99725,5.16,F3V,0.41,,,,oui
HD 130841,222.71962499999998,-16.041780555555558,2.75,kA2hA5mA4IV-V,0.15,,,,oui
HD 130917,222.49332825,28.6158319444444,5.8,A4V,0.05,-0.07,,A4,
HD 130948,222.5658333333333,23.911830555555554,5.87,F9IV-V,0.59,,,,oui
HD 130992,222.91875,-24.30413888888889,7.8,K3.5V,1.02,,,,oui
HD 131156A,222.84624999999997,19.100550000000002,4.67,G7Ve,0.73,,,,oui
HD 131156B,222.84624999999997,19.10188888888889,6.82,K5Ve,1.17,,,,oui
HD 13122,32.606249999999996,59.979800000000004,6.63,kF0hF2mF2(III),0.34,,,,oui
HD 131492,224.18328075,-62.7810160833333,5.11,B4Vnpe,0.0,0.18,,B4,
HD 131511,223.34916666666663,19.15281111111111,6.0,K0.5V,90.0,,,,oui
HD 131596,227.786735791667,-84.7878126388889,5.874,"B9,5V",-0.031,0.04,,"B9,5",
HD 13161,32.38583333333332,34.98731111111111,3.0,A5III,0.14,,,,oui
HD 131625,223.936286416667,-33.8557836666667,5.318,A0V,0.044,0.05,,A0,
HD 131657,224.133555708333,-47.87919625,5.64,B9V,-0.04,0.03,,B9,
HD 131873,222.67624999999998,74.1555,2.08,K4-III,1.47,,,,oui
HD 131951,224.055124958333,14.44626425,5.901,A0V,-0.031,-0.02,,A0,
HD 131976,224.36041666666662,-21.411388888888887,8.06,M1.5V,1.49,,,,oui
HD 131977,224.36666666666662,-21.415469444444444,5.72,K4V,1.11,,,,oui
HD 132052,224.2958333333333,-4.346469444444444,4.49,F2V,0.32,,,,oui
HD 132219,224.663561333333,-27.6573144166667,5.673,"A4V+,,,",0.244,0.12,,A4,
HD 132742,225.243125541667,-8.51894619444445,4.93,A0V,0.0,0.06,,"B9,5",oui
HD 132813,224.39583333333331,65.93246944444445,4.54,M4.5III,1.65,,,,oui
HD 132851,225.5266666666666,-28.06061111111111,5.82,A4IV,0.17,,,,oui
HD 132953,225.5358333333333,-7.575311111111111,6.37,A5V,0.18,,,,oui
HD 132955,225.746984666667,-32.6432944444444,5.427,B3V,-0.111,0.09,,B3,
HD 133002,222.58499999999998,82.51195,5.7,F9V,90.0,,,,oui
HD 133208,225.48666666666665,40.39056111111111,3.52,G8IIIaFe-0.5,0.95,,,,oui
HD 133242,226.279916666667,-4.05111111111111,4.59,B5V,-0.14,0.02,,B5,
HD 133388,225.362890458333,60.2044546388889,5.92,A4V,0.11,-0.01,,A4,
HD 133640A,225.94708333333332,47.65406111111111,5.14,F5V,0.58,,,,oui
HD 133640B,225.94787499999998,47.65441111111111,6.0,G9:,0.82,,,,oui
HD 1337,4.4295833333333325,51.433080555555556,6.14,O9.2II+O8V((f)),-0.13,,,,oui
HD 133937,227.163322708333,-42.8679201388889,5.82,B7V,-0.105,0.03,,B7,
HD 133955,227.210901625,-45.2798597222222,4.044,B3V,-0.154,0.05,,B3,
HD 133962,226.357642833333,48.1509729722222,5.581,A1V,-0.004,-0.02,,A1,
HD 134083,226.82541666666665,24.86918888888889,4.93,F5V,0.43,,,,oui
HD 134190,226.5695833333333,54.55631111111111,5.25,G8IIIFe-1,0.96,,,,oui
HD 13421,32.837916666666665,8.569811111111111,5.62,G0IV,0.57,,,,oui
HD 134481,227.983636916667,-48.7378247777778,3.849,"B9,5Vne",-0.03,0.04,,"B9,5",
HD 134759,228.0558333333333,-19.79138888888889,4.54,B9IVpSi,-0.08,,,,oui
HD 134852,227.89291666666665,20.04338888888889,7.12,F2II,0.34,,,,oui
HD 135051,228.47208333333333,-26.193580555555556,5.86,G8/K0II,1.14,,,,oui
HD 135101B,228.18249999999998,19.292438888888892,7.5,G7V,90.0,,,,oui
HD 135160,229.152884375,-60.9039939722222,5.73,"B0,5Ve",-0.08,0.22,,"B0,5",
HD 135240,229.237067083333,-60.957252,5.07,"O8,5V",-0.09,-0.05,,"O8,5",
HD 135382,229.727424916667,-68.6795459444445,2.881,A1V,0.027,0.01,,A1,
HD 135386,228.74041666666662,-2.4147499999999997,7.58,M5III,1.53,,,,oui
HD 135438,228.52499999999998,31.78783055555556,5.97,K5,1.56,,,,oui
HD 135502,228.621493875,29.1642938055556,5.281,A2V,0.058,0.01,,A2,
HD 135559,228.954487708333,0.372139666666667,5.629,A4V,0.167,0.05,,A4,
HD 135722,228.8758333333333,33.314838888888886,3.49,G8IIIFe-1,0.95,,,,oui
HD 135734,229.633429,-47.8752765833333,4.274,B8Ve,-0.094,0.02,,B8,
HD 135742,229.25172425,-9.38291441666667,2.62,B8Vn,-0.11,0.04,,B8,oui
HD 135876,229.734899083333,-40.7882213055556,5.587,B7V,-0.097,0.03,,B7,
HD 13594A,33.5,47.483330555555554,6.52,F1V,0.36,,,,oui
HD 136064,228.6595833333333,67.34673055555555,5.2,F8V,90.0,,,,oui
HD 136442,230.1958333333333,-2.4133305555555555,6.33,K2III,1.09,,,,oui
HD 136664,230.788958541667,-36.8584866944444,4.52,B4V,-0.139,0.04,,B4,
HD 1367,4.4487499999999995,1.6887194444444444,6.18,K0III,0.95,,,,oui
HD 136729,230.021463375,51.9585152222222,5.652,A4V,0.115,0.0,,A4,
HD 136849,230.452397166667,32.9336945833333,5.375,B9Vn,-0.051,0.02,,B9,
HD 137052,231.04958333333332,-10.322280555555555,4.92,F4V,0.44,,,,oui
HD 13709 ,33.22695675,-30.7238258888889,5.261,B9V,-0.011,0.06,,B9,
HD 137107J,230.80124999999995,30.28781111111111,4.98,G2V+G2V,0.58,,,,oui
HD 13725,34.174166666666665,67.28391944444444,7.0,K4II,1.82,,,,oui
HD 137333,235.82054825,-84.4652758888889,5.575,A2V,0.111,0.06,,A2,
HD 13738,33.869583333333324,52.51108055555556,6.94,K3III,1.44,,,,oui
HD 137391,231.12249999999997,37.37716944444445,4.3,F0IV,90.0,,,,oui
HD 137422,230.1820833333333,71.83403055555556,3.0,A2III,0.07,,,,oui
HD 137432,231.8255415,-36.7675578055556,5.442,B4Vp,-0.141,0.04,,B4,
HD 13745,33.94125,55.99631111111111,7.9,O9.7II(n),0.09,,,,oui
HD 137759,231.23249999999996,58.96606111111112,3.29,K2III,1.16,,,,oui
HD 137898,232.15916666666664,1.8420805555555557,5.17,A6III,0.23,,,,oui
HD 137909,231.9570833333333,29.105688888888892,3.68,F2VpSrCrEuSi,0.29,,,,oui
HD 138341,232.59499999999997,31.28593888888889,6.45,A4IV,0.19,,,,oui
HD 138485,233.230089625,-16.8528478333333,5.491,B3V,-0.131,0.07,,B3,
HD 138525,232.84291666666667,36.61661111111111,6.39,F8IV,0.5,,,,oui
HD 138629,232.945757583333,40.8993368055556,4.997,A5V,0.096,-0.05,,A5,
HD 13869 ,33.9845217083333,33.3588951666667,5.249,A0V,-0.004,0.01,,A0,
HD 138716,233.54458333333332,-10.064530555555557,4.62,K1III-IV,1.01,,,,oui
HD 138749,233.232425583333,31.3591322777778,4.153,B6Vnne,-0.117,0.02,,B6,
HD 138764,233.61041666666662,-9.183419444444445,5.17,B5V,-0.09,,,,oui
HD 138803,233.46958333333333,17.13736111111111,6.49,F1IV-V,0.31,,,,oui
HD 138867,235.47784925,-76.0819616388889,5.942,B9V,-0.034,0.04,,B9,
HD 138905,233.88166666666666,-14.789530555555556,3.91,G8.5III,1.02,,,,oui
HD 138918,233.70041666666663,10.539080555555556,4.14,F0IV,0.25,,,,oui
HD 139006,233.67195,26.7146927777778,2.24,A1IV,-0.02,0.04,,A0,oui
HD 139063,234.2558333333333,-28.135080555555554,3.59,K3.5III,1.39,,,,oui
HD 139129,234.706126791667,-52.3726956388889,5.426,A0V,0.003,0.01,,A0,
HD 139153,233.8120833333333,39.01006111111111,5.11,M1.5IIIb,1.64,,,,oui
HD 139357,233.8175,53.92213888888889,5.96,K4III:,1.2,,,,oui
HD 139365,234.664039583333,-29.7777487777778,3.64,B2.5V,-0.16,0.09,,"B2,5",oui
HD 139493,233.987660083333,54.6305678611111,5.79,A2V,0.05,0.0,,A2,
HD 13974,34.26333333333333,34.224219444444444,4.87,G0.5VFe-0.5,90.0,,,,oui
HD 139892,234.844471541667,36.6358165555556,5.0,B7V,-0.05,0.08,,B7,
HD 140008,235.67092525,-34.7104060277778,4.717,B5V,-0.126,0.03,,B5,
HD 140159,235.387727875,19.6703994444444,4.5,A1V,0.06,0.04,,A1,oui
HD 140160,235.492791666667,12.8475,5.323,A0p...,,0.02,s0567,A0,
HD 140283,235.76291666666665,-10.9335,7.21,F9VkA5mA1,0.5,,,,oui
HD 140285,236.094475625,-41.8190883611111,5.93,"A0V+,,,",0.0,0.01,,A0,
HD 1404  ,4.58190604166667,36.7852251944444,4.52,A2V,0.05,0.0,,A2,oui
HD 140417,236.0183333333333,-15.672830555555555,5.41,A5/7IV,0.22,,,,oui
HD 140436,235.6858333333333,26.29563888888889,3.9,A0V,90.0,,,,oui
HD 140538,236.00749999999996,2.5151694444444446,5.87,G2.5V,90.0,,,,oui
HD 14055 ,34.328612625,33.8471930555556,4.0,A1Vnn,0.03,0.01,,A1,
HD 140573,236.0670833333333,6.425638888888889,2.63,K2IIIbCN1,1.17,,,,oui
HD 140775,236.347847166667,5.44731366666667,5.57,A0V,0.031,0.04,,A0,
HD 140784,236.684240583333,-34.6824505,5.599,B7Vn,-0.108,0.02,,B7,
HD 141003,236.546893125,15.4218321944444,3.67,A2IV,0.06,-0.01,,A3,oui
HD 141004,236.61083333333332,7.353080555555556,4.42,G0-V,0.61,,,,oui
HD 141168,237.529516833333,-53.2097697777778,5.78,"B9Vn,,,",-0.06,0.01,,B9,
HD 141187,236.82216175,14.1153504722222,5.712,A3V,0.096,0.02,,A3,
HD 141194,237.48956525,-48.9124077777778,5.856,A1V,0.068,0.05,,A1,
HD 14129,34.24583333333333,-6.4221111111111115,5.5,G8.5IIIb,0.97,,,,oui
HD 141378,237.23666666666665,-3.8185,5.52,A5IV-V,0.12,,,,oui
HD 141477,237.185,18.14156111111111,4.09,M0.5IIIab,1.62,,,,oui
HD 141513,237.405029,-3.43020438888889,3.53,B9.5III,-0.04,-0.01,,A0,oui
HD 141637,237.744768833333,-25.7512958055556,4.638,"B1,5Vn",-0.072,0.19,,"B1,5",
HD 141653,236.66666666666666,62.599561111111115,5.19,A2IV,0.05,,,,oui
HD 141714,237.3983333333333,26.06838888888889,4.63,G5III-IVFe-1,0.8,,,,oui
HD 14173,34.92291666666666,60.01305,7.19,G5II,0.97,,,,oui
HD 141795,237.70416666666665,4.477719444444444,3.69,kA2hA5mA7V,0.15,,,,oui
HD 141851,237.81497575,-3.09049827777778,5.1,A3Vn,0.13,0.05,,A3,
HD 141851,237.994583333333,-3.0905,5.1,A3Vn,,0.12,s0572,A3,
HD 14191 ,34.5314099166667,19.9011628333333,5.575,A1Vn,0.009,-0.01,,A1,
HD 141992,237.81624999999997,20.977919444444442,4.78,K4.5III,1.54,,,,oui
HD 142091,237.80791666666664,35.65738888888889,4.82,K1IVa,1.0,,,,oui
HD 142096,238.333560958333,-20.1670604722222,5.029,B3V,-0.027,0.17,,B3,
HD 142105,236.014662125,77.7944941111111,4.283,A3Vn,0.046,-0.03,,A3,
HD 142114,238.402995,-25.3271413055556,4.59,"B2,5Vn",-0.07,0.17,,"B2,5",
HD 14212 ,34.819983125,47.3799744722222,5.314,A0V,0.004,0.01,,A0,
HD 142139,239.024632333333,-60.4824867222222,5.754,A3V,0.083,0.0,,A3,
HD 142165,238.474646666667,-24.5331575833333,5.376,B5V,-0.018,0.14,,B5,
HD 142184,238.482766833333,-23.9780978333333,5.4,B2V,-0.05,0.2,,B2,oui
HD 142245,238.23458333333332,15.430719444444444,7.45,K0,1.04,,,,oui
HD 142445,238.875330625,-26.2659939166667,5.633,A3V,0.129,0.05,,A3,
HD 14252 ,34.7374717083333,28.6426740555556,5.294,A2V,0.026,-0.02,,A2,
HD 142629,239.222908666667,-33.9661146944445,5.095,A3V,0.113,0.03,,A3,
HD 142630,239.225504166667,-33.9642624444444,5.58,B9V,0.069,0.14,,B9,
HD 142669,239.22124999999997,-29.214080555555554,3.86,B2IV-V,-0.2,,,,oui
HD 142703,239.243916666667,-14.8293888888889,6.123,A2Ib/II,,0.04,s0577,A2,
HD 142860,239.11333333333332,15.661611111111112,3.84,F6V,0.5,,,,oui
HD 142883,239.418599625,-20.9830819166667,5.841,B3V,0.01,0.21,,B3,
HD 142980,239.3108333333333,14.414469444444444,5.53,K1IV,1.15,,,,oui
HD 142990,239.6452765,-24.8314896666667,5.44,B5V,-0.1,0.06,,B5,
HD 143018,239.712971833333,-26.1141079444444,2.91,B1V+B2:V:,-0.2,0.07,,B1,oui
HD 143275,240.08333333333331,-22.62171111111111,2.32,B0.3IV,-0.12,,,,oui
HD 14330,35.248749999999994,57.1585,7.96,M1Iab,2.24,,,,oui
HD 143347,239.6283333333333,36.02213888888889,7.44,M7,1.44,,,,oui
HD 143459,240.198468958333,-8.41135733333333,5.53,A0Vs,0.04,0.05,,A0,
HD 143459,240.243125,-8.41136111111111,5.53,A0Vs,,0.11,s0578,A0,
HD 143761,240.26124999999996,33.3035,5.4,G0+VaFe-1,90.0,,,,oui
HD 143807,240.492708333333,29.8511111111111,4.975,A0p...,,0.02,s0581,A0,
HD 14386,34.83666666666666,-2.977638888888889,6.53,M5-9IIIe+DA,1.1,,,,oui
HD 143894,240.57371525,22.8044528333333,4.817,A3V,0.077,0.0,,A3,
HD 1439,4.659583333333332,31.517219444444443,5.88,A0IV,-0.02,,,,oui
HD 144070,241.09170833333332,-11.373330555555556,5.16,F4(V),0.48,,,,oui
HD 144205,240.66333333333333,47.24036111111111,6.58,M6III,1.06,,,,oui
HD 144206,240.69958333333332,46.03668888888889,4.71,B9III,-0.09,,,,oui
HD 144208,240.830684166667,36.6317853333333,5.816,"A2V+,,,",0.541,0.49,,A2,
HD 144217,241.359299916667,-19.8054527777778,2.62,B1V,-0.07,0.23,,"B0,5",oui
HD 144218,241.360713666667,-19.8019043333333,4.89,B2V,-0.02,0.22,,B2,oui
HD 144284,240.47208333333327,58.56525,4.0,F9V,0.52,,,,oui
HD 144294,241.648105208333,-36.8022959166667,4.205,"B2,5Vn",-0.168,0.07,,"B2,5",
HD 144334,241.526567125,-23.6063117222222,5.893,B8V,-0.07,0.04,,B8,
HD 144470,241.701778833333,-20.6691917222222,3.97,B1V,-0.05,0.21,,B1,oui
HD 144480,242.3272865,-57.9343172222222,5.571,"B9,5V",-0.025,0.05,,"B9,5",
HD 144608,241.85125,-20.868780555555556,4.33,G4II-III,0.84,,,,oui
HD 144636,241.75458333333333,-3.8778305555555557,7.45,M2III,1.68,,,,oui
HD 144708,241.9017305,-12.745406,5.757,B9V,0.006,0.08,,B9,
HD 144839,241.85708333333332,13.336469444444445,7.32,F3III,0.31,,,,oui
HD 144844,242.182168208333,-23.6854152777778,5.857,B9V,0.018,0.09,,B9,
HD 144874,241.906413291667,9.89174041666667,5.639,A7V,0.19,-0.01,,A7,
HD 144987,242.469122416667,-33.5458049722222,5.496,B8V,-0.075,0.03,,B8,
HD 145148,242.2966666666666,6.378688888888888,6.0,K1.5IV,90.0,,,,oui
HD 145454,241.581984166667,67.8101334722222,5.439,A0Vn,-0.026,-0.02,,A0,
HD 145482,243.07585375,-27.9263738055556,4.57,B2V,-0.15,0.09,,B2,oui
HD 145483,243.066829625,-28.4173089444444,5.67,B9Vv,0.01,0.08,,B9,
HD 145502A,242.99999999999997,-19.46666944444444,4.35,B2V,0.01,,,,oui
HD 145518,243.01041666666663,-18.232611111111108,7.41,G0.5V,0.61,,,,oui
HD 145570,242.99999999999997,-10.064250000000001,4.93,A1V,0.1,,,,oui
HD 145607,243.03048325,-8.54757841666667,5.42,A2IV,0.12,-0.01,,A4,oui
HD 145622,240.880624375,76.7939398333333,5.73,A3V,0.05,-0.03,,A3,
HD 145689,244.272544083333,-67.9412836944445,5.953,A4V,0.148,0.03,,A4,
HD 145713,242.9083333333333,23.49481111111111,5.7,M4III,1.56,,,,oui
HD 145792,243.4395833333333,-24.422080555555556,6.4,B6IV,90.0,,,,oui
HD 145842,243.813824166667,-47.3720188055556,5.124,B8V,-0.104,0.01,,B8,
HD 14595,35.527499999999996,22.873580555555556,6.61,G3III:+F6,0.81,,,,oui
HD 146051,243.58624999999998,-3.6943305555555557,2.75,M0.5III,1.59,,,,oui
HD 14633,35.72624999999999,41.47991944444445,8.73,ON8.5V,0.06,,,,oui
HD 146332,244.21874999999997,-29.743719444444444,7.65,B3III,0.13,,,,oui
HD 146361,243.67,33.8585,5.6,F6V+G0V,90.0,,,,oui
HD 146361A,243.67499999999998,33.858330555555554,5.55,F6V,0.59,,,,oui
HD 146362,243.67499999999998,33.858311111111114,6.4,G1V,90.0,,,,oui
HD 146624,244.574584041667,-28.6140213333333,4.792,A0V,0.03,0.04,,A0,
HD 146624,244.743041666667,-28.614,4.792,A0V:,,0.05,s0592,A0,
HD 146667,244.823527541667,-42.6739726111111,5.441,A3Vn,0.097,0.02,,A3,
HD 146738,244.186612625,29.1502631666667,5.785,A3V,0.061,-0.02,,A3,
HD 146791,244.58041666666662,-4.6925,3.23,G9.5IIIbFe-0.5,0.98,,,,oui
HD 146815,244.505,6.078561111111111,7.29,G7II,1.0,,,,oui
HD 146926,242.706351958333,75.8775625,5.471,B8V,-0.093,0.02,,B8,
HD 147142,243.13374999999996,75.2106888888889,6.34,K2IV,1.3,,,,oui
HD 147165,245.29708333333332,-25.59281111111111,2.89,O9.5(V)+B7(V),0.13,,,,oui
HD 147232,244.31374999999997,59.75503055555556,5.4,M4III,1.63,,,,oui
HD 147352,244.79666666666662,49.03816944444444,5.91,K6III,1.37,,,,oui
HD 147394,244.93499999999997,46.31336111111111,3.87,B5IV,-0.14,,,,oui
HD 147547,245.48000000000002,19.153138888888886,3.76,A9IIIbn,0.27,,,,oui
HD 147723,246.16583333333327,-29.703719444444445,5.82,F9IV,0.58,,,,oui
HD 147934,246.396041666667,-23.4461111111111,5.92,B2V,-0.66,-0.42,,B2,
HD 147971,246.795983791667,-47.5547840555556,4.525,B4V,-0.074,0.11,,B4,
HD 14802,35.635416666666664,-23.816330555555556,5.2,G0V,0.6,,,,oui
HD 148048,244.37624999999997,75.75533055555556,5.0,F5V,90.0,,,,oui
HD 148184,246.755979125,-18.4562482777778,4.42,B2Vne,0.28,0.52,,B2,
HD 148283,246.35069775,37.3940770833333,5.54,A5V,0.17,0.02,,A5,
HD 148317,246.66329166666665,15.97263888888889,6.69,G0III,0.63,,,,oui
HD 148387,245.99791666666664,61.51421944444444,2.74,G8-IIIab,0.91,,,,oui
HD 148605,247.55197975,-25.1152234166667,4.79,B3V,-0.07,0.08,,B3,oui
HD 148783,247.16041666666658,41.88166944444445,5.01,M6-III,1.52,,,,oui
HD 148786,247.78499999999994,-16.612719444444444,4.27,G8+IIIa,0.92,,,,oui
HD 148856,247.55499999999998,21.489611111111113,2.77,G7IIIaFe-0.5,0.93,,,,oui
HD 148857,247.72842975,1.98392247222222,3.9,A1IV,0.04,0.05,,A0,oui
HD 148898,248.24575,-21.4663888888889,4.443,Ap,,0.08,s0604,Ap,
HD 149212,246.9958333333333,68.76813888888888,4.95,B9.5IV,-0.04,,,,oui
HD 149303,247.946777458333,45.5982763333333,5.66,A4Vn,0.11,-0.01,,A4,
HD 14943 ,35.7278120416667,-51.0921292777778,5.906,A5V,0.195,0.05,,A5,
HD 149438,248.970636875,-28.2160170833333,2.81,B0.2V,-0.25,0.1,,"B0,2",oui
HD 14951,36.20458333333333,10.61056111111111,5.48,B7IV,-0.11,,,,oui
HD 149630,248.525763916667,42.4370404166667,4.2,B9V,-0.02,0.06,,B9,oui
HD 149650,248.10700225,60.8233228333333,5.91,A2V,0.04,-0.01,,A2,
HD 149757,249.289746041667,-10.5670915277778,2.56,O9.2IVnn,0.02,0.06,,O9,oui
HD 149881,249.2425,14.47525,7.03,B0.5III,-0.18,,,,oui
HD 149886,249.771777791667,-37.2173746666667,5.92,"B9,5V+,,,",-0.019,0.05,,"B9,5",
HD 149914,249.61958333333328,-18.220469444444443,6.75,B9.5IV,0.22,,,,oui
HD 15000,36.85541666666666,59.105580555555555,7.5,F5II,90.0,,,,oui
HD 150030,249.04666666666665,46.61333055555556,5.81,G8II,1.04,,,,oui
HD 150047,249.40708333333333,22.444861111111113,7.25,M6,1.41,,,,oui
HD 150077,248.75291666666664,60.468111111111114,7.36,M5,1.5,,,,oui
HD 15008 ,35.4372619166667,-68.6594177222222,4.081,A3V,0.041,-0.04,,A3,
HD 150100,249.047582583333,52.9000473333333,5.52,"B9,5Vn",-0.05,0.02,,"B9,5",
HD 150117,249.055833333333,52.9238888888889,5.39,B9V,-0.07,0.02,,B9,oui
HD 150117,249.057166708333,52.9244194444444,5.39,B9V,-0.07,0.17,,B9,oui
HD 15022,36.959999999999994,62.89061111111111,7.88,K3II,1.46,,,,oui
